orderID,freight,orderDate,requiredDate,shippedDate,shipName,shipCountry,shipRegion,shipCity,shipPostalCode,shipAddress
10571,26.06,1997-06-17 00:00:00.000,1997-07-29 00:00:00.000,1997-07-04 00:00:00.000,Ernst Handel,Austria,NULL,Graz,8010,Kirchgasse 6
10572,116.43,1997-06-18 00:00:00.000,1997-07-16 00:00:00.000,1997-06-25 00:00:00.000,Berglunds snabbköp,Sweden,NULL,Luleå,S-958 22,Berguvsvägen  8
10573,84.84,1997-06-19 00:00:00.000,1997-07-17 00:00:00.000,1997-06-20 00:00:00.000,Antonio Moreno Taquería,Mexico,NULL,México D.F.,05023,Mataderos  2312
10574,37.60,1997-06-19 00:00:00.000,1997-07-17 00:00:00.000,1997-06-30 00:00:00.000,Trail's Head Gourmet Provisioners,USA,WA,Kirkland,98034,722 DaVinci Blvd.
10575,127.34,1997-06-20 00:00:00.000,1997-07-04 00:00:00.000,1997-06-30 00:00:00.000,Morgenstern Gesundkost,Germany,NULL,Leipzig,04179,Heerstr. 22
10576,18.56,1997-06-23 00:00:00.000,1997-07-07 00:00:00.000,1997-06-30 00:00:00.000,Tortuga Restaurante,Mexico,NULL,México D.F.,05033,Avda. Azteca 123
10577,25.41,1997-06-23 00:00:00.000,1997-08-04 00:00:00.000,1997-06-30 00:00:00.000,Trail's Head Gourmet Provisioners,USA,WA,Kirkland,98034,722 DaVinci Blvd.
10578,29.60,1997-06-24 00:00:00.000,1997-07-22 00:00:00.000,1997-07-25 00:00:00.000,B's Beverages,UK,NULL,London,EC2 5NT,Fauntleroy Circus
10579,13.73,1997-06-25 00:00:00.000,1997-07-23 00:00:00.000,1997-07-04 00:00:00.000,Let's Stop N Shop,USA,CA,San Francisco,94117,87 Polk St. Suite 5
10580,75.89,1997-06-26 00:00:00.000,1997-07-24 00:00:00.000,1997-07-01 00:00:00.000,Ottilies Käseladen,Germany,NULL,Köln,50739,Mehrheimerstr. 369
10581,3.01,1997-06-26 00:00:00.000,1997-07-24 00:00:00.000,1997-07-02 00:00:00.000,Familia Arquibaldo,05442-030,Sao Paulo," 92",SP,Rua Orós
10582,27.71,1997-06-27 00:00:00.000,1997-07-25 00:00:00.000,1997-07-14 00:00:00.000,Blauer See Delikatessen,Germany,NULL,Mannheim,68306,Forsterstr. 57
10583,7.28,1997-06-30 00:00:00.000,1997-07-28 00:00:00.000,1997-07-04 00:00:00.000,Wartian Herkku,Finland,NULL,Oulu,90110,Torikatu 38
10584,59.14,1997-06-30 00:00:00.000,1997-07-28 00:00:00.000,1997-07-04 00:00:00.000,Blondel père et fils,67000,Strasbourg," place Kléber",NULL,24
10585,13.41,1997-07-01 00:00:00.000,1997-07-29 00:00:00.000,1997-07-10 00:00:00.000,Wellington Importadora,08737-363,Resende," 12",SP,Rua do Mercado
10586,0.48,1997-07-02 00:00:00.000,1997-07-30 00:00:00.000,1997-07-09 00:00:00.000,Reggiani Caseifici,Italy,NULL,Reggio Emilia,42100,Strada Provinciale 124
10587,62.52,1997-07-02 00:00:00.000,1997-07-30 00:00:00.000,1997-07-09 00:00:00.000,Que Delícia,02389-673,Rio de Janeiro," 12",RJ,Rua da Panificadora
10588,194.67,1997-07-03 00:00:00.000,1997-07-31 00:00:00.000,1997-07-10 00:00:00.000,QUICK-Stop,Germany,NULL,Cunewalde,01307,Taucherstraße 10
10589,4.42,1997-07-04 00:00:00.000,1997-08-01 00:00:00.000,1997-07-14 00:00:00.000,Great Lakes Food Market,USA,OR,Eugene,97403,2732 Baker Blvd.
10590,44.77,1997-07-07 00:00:00.000,1997-08-04 00:00:00.000,1997-07-14 00:00:00.000,Mère Paillarde,Canada,Québec,Montréal,H1J 1C3,43 rue St. Laurent
10591,55.92,1997-07-07 00:00:00.000,1997-07-21 00:00:00.000,1997-07-16 00:00:00.000,Vaffeljernet,Denmark,NULL,Århus,8200,Smagsloget 45
10592,32.10,1997-07-08 00:00:00.000,1997-08-05 00:00:00.000,1997-07-16 00:00:00.000,Lehmanns Marktstand,Germany,NULL,Frankfurt a.M.,60528,Magazinweg 7
10593,174.20,1997-07-09 00:00:00.000,1997-08-06 00:00:00.000,1997-08-13 00:00:00.000,Lehmanns Marktstand,Germany,NULL,Frankfurt a.M.,60528,Magazinweg 7
10594,5.24,1997-07-09 00:00:00.000,1997-08-06 00:00:00.000,1997-07-16 00:00:00.000,Old World Delicatessen,USA,AK,Anchorage,99508,2743 Bering St.
10595,96.78,1997-07-10 00:00:00.000,1997-08-07 00:00:00.000,1997-07-14 00:00:00.000,Ernst Handel,Austria,NULL,Graz,8010,Kirchgasse 6
10596,16.34,1997-07-11 00:00:00.000,1997-08-08 00:00:00.000,1997-08-12 00:00:00.000,White Clover Markets,USA,WA,Seattle,98124,1029 - 12th Ave. S.
10597,35.12,1997-07-11 00:00:00.000,1997-08-08 00:00:00.000,1997-07-18 00:00:00.000,Piccolo und mehr,Austria,NULL,Salzburg,5020,Geislweg 14
10598,44.42,1997-07-14 00:00:00.000,1997-08-11 00:00:00.000,1997-07-18 00:00:00.000,Rattlesnake Canyon Grocery,USA,NM,Albuquerque,87110,2817 Milton Dr.
10599,29.98,1997-07-15 00:00:00.000,1997-08-26 00:00:00.000,1997-07-21 00:00:00.000,B's Beverages,UK,NULL,London,EC2 5NT,Fauntleroy Circus
10600,45.13,1997-07-16 00:00:00.000,1997-08-13 00:00:00.000,1997-07-21 00:00:00.000,Hungry Coyote Import Store,USA,OR,Elgin,97827,City Center Plaza 516 Main St.
10601,58.30,1997-07-16 00:00:00.000,1997-08-27 00:00:00.000,1997-07-22 00:00:00.000,HILARION-Abastos,Venezuela,Táchira,San Cristóbal,5022,Carrera 22 con Ave. Carlos Soublette #8-35
10602,2.92,1997-07-17 00:00:00.000,1997-08-14 00:00:00.000,1997-07-22 00:00:00.000,Vaffeljernet,Denmark,NULL,Århus,8200,Smagsloget 45
10603,48.77,1997-07-18 00:00:00.000,1997-08-15 00:00:00.000,1997-08-08 00:00:00.000,Save-a-lot Markets,USA,ID,Boise,83720,187 Suffolk Ln.
10604,7.46,1997-07-18 00:00:00.000,1997-08-15 00:00:00.000,1997-07-29 00:00:00.000,Furia Bacalhau e Frutos do Mar,Portugal,NULL,Lisboa,1675,Jardim das rosas n. 32
10605,379.13,1997-07-21 00:00:00.000,1997-08-18 00:00:00.000,1997-07-29 00:00:00.000,Mère Paillarde,Canada,Québec,Montréal,H1J 1C3,43 rue St. Laurent
10606,79.40,1997-07-22 00:00:00.000,1997-08-19 00:00:00.000,1997-07-31 00:00:00.000,Tradiçao Hipermercados,05634-030,Sao Paulo," 414",SP,Av. Inês de Castro
10607,200.24,1997-07-22 00:00:00.000,1997-08-19 00:00:00.000,1997-07-25 00:00:00.000,Save-a-lot Markets,USA,ID,Boise,83720,187 Suffolk Ln.
10608,27.79,1997-07-23 00:00:00.000,1997-08-20 00:00:00.000,1997-08-01 00:00:00.000,Toms Spezialitäten,Germany,NULL,Münster,44087,Luisenstr. 48
10609,1.85,1997-07-24 00:00:00.000,1997-08-21 00:00:00.000,1997-07-30 00:00:00.000,Du monde entier,44000,Nantes," rue des Cinquante Otages",NULL,67
10610,26.78,1997-07-25 00:00:00.000,1997-08-22 00:00:00.000,1997-08-06 00:00:00.000,La maison d'Asie,France,NULL,Toulouse,31000,1 rue Alsace-Lorraine
10611,80.65,1997-07-25 00:00:00.000,1997-08-22 00:00:00.000,1997-08-01 00:00:00.000,Wolski Zajazd,Poland,NULL,Warszawa,01-012,ul. Filtrowa 68
10612,544.08,1997-07-28 00:00:00.000,1997-08-25 00:00:00.000,1997-08-01 00:00:00.000,Save-a-lot Markets,USA,ID,Boise,83720,187 Suffolk Ln.
10613,8.11,1997-07-29 00:00:00.000,1997-08-26 00:00:00.000,1997-08-01 00:00:00.000,HILARION-Abastos,Venezuela,Táchira,San Cristóbal,5022,Carrera 22 con Ave. Carlos Soublette #8-35
10614,1.93,1997-07-29 00:00:00.000,1997-08-26 00:00:00.000,1997-08-01 00:00:00.000,Blauer See Delikatessen,Germany,NULL,Mannheim,68306,Forsterstr. 57
10615,0.75,1997-07-30 00:00:00.000,1997-08-27 00:00:00.000,1997-08-06 00:00:00.000,Wilman Kala,Finland,NULL,Helsinki,21240,Keskuskatu 45
10616,116.53,1997-07-31 00:00:00.000,1997-08-28 00:00:00.000,1997-08-05 00:00:00.000,Great Lakes Food Market,USA,OR,Eugene,97403,2732 Baker Blvd.
10617,18.53,1997-07-31 00:00:00.000,1997-08-28 00:00:00.000,1997-08-04 00:00:00.000,Great Lakes Food Market,USA,OR,Eugene,97403,2732 Baker Blvd.
10618,154.68,1997-08-01 00:00:00.000,1997-09-12 00:00:00.000,1997-08-08 00:00:00.000,Mère Paillarde,Canada,Québec,Montréal,H1J 1C3,43 rue St. Laurent
10619,91.05,1997-08-04 00:00:00.000,1997-09-01 00:00:00.000,1997-08-07 00:00:00.000,Mère Paillarde,Canada,Québec,Montréal,H1J 1C3,43 rue St. Laurent
10620,0.94,1997-08-05 00:00:00.000,1997-09-02 00:00:00.000,1997-08-14 00:00:00.000,Laughing Bacchus Wine Cellars,Canada,BC,Vancouver,V3F 2K1,2319 Elm St.
10621,23.73,1997-08-05 00:00:00.000,1997-09-02 00:00:00.000,1997-08-11 00:00:00.000,Island Trading,UK,Isle of Wight,Cowes,PO31 7PJ,Garden House Crowther Way
10622,50.97,1997-08-06 00:00:00.000,1997-09-03 00:00:00.000,1997-08-11 00:00:00.000,Ricardo Adocicados,02389-890,Rio de Janeiro," 267",RJ,Av. Copacabana
10623,97.18,1997-08-07 00:00:00.000,1997-09-04 00:00:00.000,1997-08-12 00:00:00.000,Frankenversand,Germany,NULL,München,80805,Berliner Platz 43
10624,94.80,1997-08-07 00:00:00.000,1997-09-04 00:00:00.000,1997-08-19 00:00:00.000,The Cracker Box,USA,MT,Butte,59801,55 Grizzly Peak Rd.
10625,43.90,1997-08-08 00:00:00.000,1997-09-05 00:00:00.000,1997-08-14 00:00:00.000,Ana Trujillo Emparedados y helados,Mexico,NULL,México D.F.,05021,Avda. de la Constitución 2222
10626,138.69,1997-08-11 00:00:00.000,1997-09-08 00:00:00.000,1997-08-20 00:00:00.000,Berglunds snabbköp,Sweden,NULL,Luleå,S-958 22,Berguvsvägen  8
10627,107.46,1997-08-11 00:00:00.000,1997-09-22 00:00:00.000,1997-08-21 00:00:00.000,Save-a-lot Markets,USA,ID,Boise,83720,187 Suffolk Ln.
10628,30.36,1997-08-12 00:00:00.000,1997-09-09 00:00:00.000,1997-08-20 00:00:00.000,Blondel père et fils,67000,Strasbourg," place Kléber",NULL,24
10629,85.46,1997-08-12 00:00:00.000,1997-09-09 00:00:00.000,1997-08-20 00:00:00.000,Godos Cocina Típica,41101,Sevilla," 33",NULL,C/ Romero
10630,32.35,1997-08-13 00:00:00.000,1997-09-10 00:00:00.000,1997-08-19 00:00:00.000,Königlich Essen,Germany,NULL,Brandenburg,14776,Maubelstr. 90
10631,0.87,1997-08-14 00:00:00.000,1997-09-11 00:00:00.000,1997-08-15 00:00:00.000,La maison d'Asie,France,NULL,Toulouse,31000,1 rue Alsace-Lorraine
10632,41.38,1997-08-14 00:00:00.000,1997-09-11 00:00:00.000,1997-08-19 00:00:00.000,Die Wandernde Kuh,Germany,NULL,Stuttgart,70563,Adenauerallee 900
10633,477.90,1997-08-15 00:00:00.000,1997-09-12 00:00:00.000,1997-08-18 00:00:00.000,Ernst Handel,Austria,NULL,Graz,8010,Kirchgasse 6
10634,487.38,1997-08-15 00:00:00.000,1997-09-12 00:00:00.000,1997-08-21 00:00:00.000,Folies gourmandes,59000,Lille," chaussée de Tournai",NULL,184
10635,47.46,1997-08-18 00:00:00.000,1997-09-15 00:00:00.000,1997-08-21 00:00:00.000,Magazzini Alimentari Riuniti,Italy,NULL,Bergamo,24100,Via Ludovico il Moro 22
10636,1.15,1997-08-19 00:00:00.000,1997-09-16 00:00:00.000,1997-08-26 00:00:00.000,Wartian Herkku,Finland,NULL,Oulu,90110,Torikatu 38
10637,201.29,1997-08-19 00:00:00.000,1997-09-16 00:00:00.000,1997-08-26 00:00:00.000,Queen Cozinha,05487-020,Sao Paulo," 891",SP,Alameda dos Canàrios
10638,158.44,1997-08-20 00:00:00.000,1997-09-17 00:00:00.000,1997-09-01 00:00:00.000,LINO-Delicateses,Venezuela,Nueva Esparta,I. de Margarita,4980,Ave. 5 de Mayo Porlamar
10639,38.64,1997-08-20 00:00:00.000,1997-09-17 00:00:00.000,1997-08-27 00:00:00.000,Santé Gourmet,Norway,NULL,Stavern,4110,Erling Skakkes gate 78
10640,23.55,1997-08-21 00:00:00.000,1997-09-18 00:00:00.000,1997-08-28 00:00:00.000,Die Wandernde Kuh,Germany,NULL,Stuttgart,70563,Adenauerallee 900
10641,179.61,1997-08-22 00:00:00.000,1997-09-19 00:00:00.000,1997-08-26 00:00:00.000,HILARION-Abastos,Venezuela,Táchira,San Cristóbal,5022,Carrera 22 con Ave. Carlos Soublette #8-35
10642,41.89,1997-08-22 00:00:00.000,1997-09-19 00:00:00.000,1997-09-05 00:00:00.000,Simons bistro,Denmark,NULL,Kobenhavn,1734,Vinbæltet 34
10643,29.46,1997-08-25 00:00:00.000,1997-09-22 00:00:00.000,1997-09-02 00:00:00.000,Alfreds Futterkiste,Germany,NULL,Berlin,12209,Obere Str. 57
10644,0.14,1997-08-25 00:00:00.000,1997-09-22 00:00:00.000,1997-09-01 00:00:00.000,Wellington Importadora,08737-363,Resende," 12",SP,Rua do Mercado
10645,12.41,1997-08-26 00:00:00.000,1997-09-23 00:00:00.000,1997-09-02 00:00:00.000,Hanari Carnes,05454-876,Rio de Janeiro," 67",RJ,Rua do Paço
10646,142.33,1997-08-27 00:00:00.000,1997-10-08 00:00:00.000,1997-09-03 00:00:00.000,Hungry Owl All-Night Grocers,Ireland,Co. Cork,Cork,NULL,8 Johnstown Road
10647,45.54,1997-08-27 00:00:00.000,1997-09-10 00:00:00.000,1997-09-03 00:00:00.000,Que Delícia,02389-673,Rio de Janeiro," 12",RJ,Rua da Panificadora
10648,14.25,1997-08-28 00:00:00.000,1997-10-09 00:00:00.000,1997-09-09 00:00:00.000,Ricardo Adocicados,02389-890,Rio de Janeiro," 267",RJ,Av. Copacabana
10649,6.20,1997-08-28 00:00:00.000,1997-09-25 00:00:00.000,1997-08-29 00:00:00.000,Maison Dewey,Belgium,NULL,Bruxelles,B-1180,Rue Joseph-Bens 532
10650,176.81,1997-08-29 00:00:00.000,1997-09-26 00:00:00.000,1997-09-03 00:00:00.000,Familia Arquibaldo,05442-030,Sao Paulo," 92",SP,Rua Orós
10651,20.60,1997-09-01 00:00:00.000,1997-09-29 00:00:00.000,1997-09-11 00:00:00.000,Die Wandernde Kuh,Germany,NULL,Stuttgart,70563,Adenauerallee 900
10652,7.14,1997-09-01 00:00:00.000,1997-09-29 00:00:00.000,1997-09-08 00:00:00.000,Gourmet Lanchonetes,04876-786,Campinas," 442",SP,Av. Brasil
10653,93.25,1997-09-02 00:00:00.000,1997-09-30 00:00:00.000,1997-09-19 00:00:00.000,Frankenversand,Germany,NULL,München,80805,Berliner Platz 43
10654,55.26,1997-09-02 00:00:00.000,1997-09-30 00:00:00.000,1997-09-11 00:00:00.000,Berglunds snabbköp,Sweden,NULL,Luleå,S-958 22,Berguvsvägen  8
10655,4.41,1997-09-03 00:00:00.000,1997-10-01 00:00:00.000,1997-09-11 00:00:00.000,Reggiani Caseifici,Italy,NULL,Reggio Emilia,42100,Strada Provinciale 124
10656,57.15,1997-09-04 00:00:00.000,1997-10-02 00:00:00.000,1997-09-10 00:00:00.000,Great Lakes Food Market,USA,OR,Eugene,97403,2732 Baker Blvd.
10657,352.69,1997-09-04 00:00:00.000,1997-10-02 00:00:00.000,1997-09-15 00:00:00.000,Save-a-lot Markets,USA,ID,Boise,83720,187 Suffolk Ln.
10658,364.15,1997-09-05 00:00:00.000,1997-10-03 00:00:00.000,1997-09-08 00:00:00.000,QUICK-Stop,Germany,NULL,Cunewalde,01307,Taucherstraße 10
10659,105.81,1997-09-05 00:00:00.000,1997-10-03 00:00:00.000,1997-09-10 00:00:00.000,Queen Cozinha,05487-020,Sao Paulo," 891",SP,Alameda dos Canàrios
10660,111.29,1997-09-08 00:00:00.000,1997-10-06 00:00:00.000,1997-10-15 00:00:00.000,Hungry Coyote Import Store,USA,OR,Elgin,97827,City Center Plaza 516 Main St.
10661,17.55,1997-09-09 00:00:00.000,1997-10-07 00:00:00.000,1997-09-15 00:00:00.000,Hungry Owl All-Night Grocers,Ireland,Co. Cork,Cork,NULL,8 Johnstown Road
10662,1.28,1997-09-09 00:00:00.000,1997-10-07 00:00:00.000,1997-09-18 00:00:00.000,Lonesome Pine Restaurant,USA,OR,Portland,97219,89 Chiaroscuro Rd.
10663,113.15,1997-09-10 00:00:00.000,1997-09-24 00:00:00.000,1997-10-03 00:00:00.000,Bon app',13008,Marseille," rue des Bouchers",NULL,12
10664,1.27,1997-09-10 00:00:00.000,1997-10-08 00:00:00.000,1997-09-19 00:00:00.000,Furia Bacalhau e Frutos do Mar,Portugal,NULL,Lisboa,1675,Jardim das rosas n. 32
10665,26.31,1997-09-11 00:00:00.000,1997-10-09 00:00:00.000,1997-09-17 00:00:00.000,Lonesome Pine Restaurant,USA,OR,Portland,97219,89 Chiaroscuro Rd.
10666,232.42,1997-09-12 00:00:00.000,1997-10-10 00:00:00.000,1997-09-22 00:00:00.000,Richter Supermarkt,Switzerland,NULL,Genève,1204,Starenweg 5
10667,78.09,1997-09-12 00:00:00.000,1997-10-10 00:00:00.000,1997-09-19 00:00:00.000,Ernst Handel,Austria,NULL,Graz,8010,Kirchgasse 6
10668,47.22,1997-09-15 00:00:00.000,1997-10-13 00:00:00.000,1997-09-23 00:00:00.000,Die Wandernde Kuh,Germany,NULL,Stuttgart,70563,Adenauerallee 900
10669,24.39,1997-09-15 00:00:00.000,1997-10-13 00:00:00.000,1997-09-22 00:00:00.000,Simons bistro,Denmark,NULL,Kobenhavn,1734,Vinbæltet 34
10670,203.48,1997-09-16 00:00:00.000,1997-10-14 00:00:00.000,1997-09-18 00:00:00.000,Frankenversand,Germany,NULL,München,80805,Berliner Platz 43
10671,30.34,1997-09-17 00:00:00.000,1997-10-15 00:00:00.000,1997-09-24 00:00:00.000,France restauration,44000,Nantes," rue Royale",NULL,54
10672,95.75,1997-09-17 00:00:00.000,1997-10-01 00:00:00.000,1997-09-26 00:00:00.000,Berglunds snabbköp,Sweden,NULL,Luleå,S-958 22,Berguvsvägen  8
10673,22.76,1997-09-18 00:00:00.000,1997-10-16 00:00:00.000,1997-09-19 00:00:00.000,Wilman Kala,Finland,NULL,Helsinki,21240,Keskuskatu 45
10674,0.90,1997-09-18 00:00:00.000,1997-10-16 00:00:00.000,1997-09-30 00:00:00.000,Island Trading,UK,Isle of Wight,Cowes,PO31 7PJ,Garden House Crowther Way
10675,31.85,1997-09-19 00:00:00.000,1997-10-17 00:00:00.000,1997-09-23 00:00:00.000,Frankenversand,Germany,NULL,München,80805,Berliner Platz 43
10676,2.01,1997-09-22 00:00:00.000,1997-10-20 00:00:00.000,1997-09-29 00:00:00.000,Tortuga Restaurante,Mexico,NULL,México D.F.,05033,Avda. Azteca 123
10677,4.03,1997-09-22 00:00:00.000,1997-10-20 00:00:00.000,1997-09-26 00:00:00.000,Antonio Moreno Taquería,Mexico,NULL,México D.F.,05023,Mataderos  2312
10678,388.98,1997-09-23 00:00:00.000,1997-10-21 00:00:00.000,1997-10-16 00:00:00.000,Save-a-lot Markets,USA,ID,Boise,83720,187 Suffolk Ln.
10679,27.94,1997-09-23 00:00:00.000,1997-10-21 00:00:00.000,1997-09-30 00:00:00.000,Blondel père et fils,67000,Strasbourg," place Kléber",NULL,24
10680,26.61,1997-09-24 00:00:00.000,1997-10-22 00:00:00.000,1997-09-26 00:00:00.000,Old World Delicatessen,USA,AK,Anchorage,99508,2743 Bering St.
10681,76.13,1997-09-25 00:00:00.000,1997-10-23 00:00:00.000,1997-09-30 00:00:00.000,Great Lakes Food Market,USA,OR,Eugene,97403,2732 Baker Blvd.
10682,36.13,1997-09-25 00:00:00.000,1997-10-23 00:00:00.000,1997-10-01 00:00:00.000,Antonio Moreno Taquería,Mexico,NULL,México D.F.,05023,Mataderos  2312
10683,4.40,1997-09-26 00:00:00.000,1997-10-24 00:00:00.000,1997-10-01 00:00:00.000,Du monde entier,44000,Nantes," rue des Cinquante Otages",NULL,67
10684,145.63,1997-09-26 00:00:00.000,1997-10-24 00:00:00.000,1997-09-30 00:00:00.000,Ottilies Käseladen,Germany,NULL,Köln,50739,Mehrheimerstr. 369
10685,33.75,1997-09-29 00:00:00.000,1997-10-13 00:00:00.000,1997-10-03 00:00:00.000,Gourmet Lanchonetes,04876-786,Campinas," 442",SP,Av. Brasil
10686,96.50,1997-09-30 00:00:00.000,1997-10-28 00:00:00.000,1997-10-08 00:00:00.000,Piccolo und mehr,Austria,NULL,Salzburg,5020,Geislweg 14
10687,296.43,1997-09-30 00:00:00.000,1997-10-28 00:00:00.000,1997-10-30 00:00:00.000,Hungry Owl All-Night Grocers,Ireland,Co. Cork,Cork,NULL,8 Johnstown Road
10688,299.09,1997-10-01 00:00:00.000,1997-10-15 00:00:00.000,1997-10-07 00:00:00.000,Vaffeljernet,Denmark,NULL,Århus,8200,Smagsloget 45
10689,13.42,1997-10-01 00:00:00.000,1997-10-29 00:00:00.000,1997-10-07 00:00:00.000,Berglunds snabbköp,Sweden,NULL,Luleå,S-958 22,Berguvsvägen  8
10690,15.80,1997-10-02 00:00:00.000,1997-10-30 00:00:00.000,1997-10-03 00:00:00.000,Hanari Carnes,05454-876,Rio de Janeiro," 67",RJ,Rua do Paço
10691,810.05,1997-10-03 00:00:00.000,1997-11-14 00:00:00.000,1997-10-22 00:00:00.000,QUICK-Stop,Germany,NULL,Cunewalde,01307,Taucherstraße 10
10692,61.02,1997-10-03 00:00:00.000,1997-10-31 00:00:00.000,1997-10-13 00:00:00.000,Alfred's Futterkiste,Germany,NULL,Berlin,12209,Obere Str. 57
10693,139.34,1997-10-06 00:00:00.000,1997-10-20 00:00:00.000,1997-10-10 00:00:00.000,White Clover Markets,USA,WA,Seattle,98124,1029 - 12th Ave. S.
10694,398.36,1997-10-06 00:00:00.000,1997-11-03 00:00:00.000,1997-10-09 00:00:00.000,QUICK-Stop,Germany,NULL,Cunewalde,01307,Taucherstraße 10
10695,16.72,1997-10-07 00:00:00.000,1997-11-18 00:00:00.000,1997-10-14 00:00:00.000,Wilman Kala,Finland,NULL,Helsinki,21240,Keskuskatu 45
10696,102.55,1997-10-08 00:00:00.000,1997-11-19 00:00:00.000,1997-10-14 00:00:00.000,White Clover Markets,USA,WA,Seattle,98124,1029 - 12th Ave. S.
10697,45.52,1997-10-08 00:00:00.000,1997-11-05 00:00:00.000,1997-10-14 00:00:00.000,LINO-Delicateses,Venezuela,Nueva Esparta,I. de Margarita,4980,Ave. 5 de Mayo Porlamar
10698,272.47,1997-10-09 00:00:00.000,1997-11-06 00:00:00.000,1997-10-17 00:00:00.000,Ernst Handel,Austria,NULL,Graz,8010,Kirchgasse 6
10699,0.58,1997-10-09 00:00:00.000,1997-11-06 00:00:00.000,1997-10-13 00:00:00.000,Morgenstern Gesundkost,Germany,NULL,Leipzig,04179,Heerstr. 22
10700,65.10,1997-10-10 00:00:00.000,1997-11-07 00:00:00.000,1997-10-16 00:00:00.000,Save-a-lot Markets,USA,ID,Boise,83720,187 Suffolk Ln.
10701,220.31,1997-10-13 00:00:00.000,1997-10-27 00:00:00.000,1997-10-15 00:00:00.000,Hungry Owl All-Night Grocers,Ireland,Co. Cork,Cork,NULL,8 Johnstown Road
10702,23.94,1997-10-13 00:00:00.000,1997-11-24 00:00:00.000,1997-10-21 00:00:00.000,Alfred's Futterkiste,Germany,NULL,Berlin,12209,Obere Str. 57
10703,152.30,1997-10-14 00:00:00.000,1997-11-11 00:00:00.000,1997-10-20 00:00:00.000,Folk och fä HB,Sweden,NULL,Bräcke,S-844 67,Åkergatan 24
10704,4.78,1997-10-14 00:00:00.000,1997-11-11 00:00:00.000,1997-11-07 00:00:00.000,Queen Cozinha,05487-020,Sao Paulo," 891",SP,Alameda dos Canàrios
10705,3.52,1997-10-15 00:00:00.000,1997-11-12 00:00:00.000,1997-11-18 00:00:00.000,HILARION-Abastos,Venezuela,Táchira,San Cristóbal,5022,Carrera 22 con Ave. Carlos Soublette #8-35
10706,135.63,1997-10-16 00:00:00.000,1997-11-13 00:00:00.000,1997-10-21 00:00:00.000,Old World Delicatessen,USA,AK,Anchorage,99508,2743 Bering St.
10707,21.74,1997-10-16 00:00:00.000,1997-10-30 00:00:00.000,1997-10-23 00:00:00.000,Around the Horn,UK,Essex,Colchester,CO7 6JX,Brook Farm Stratford St. Mary
10708,2.96,1997-10-17 00:00:00.000,1997-11-28 00:00:00.000,1997-11-05 00:00:00.000,The Big Cheese,USA,OR,Portland,97201,89 Jefferson Way Suite 2
10709,210.80,1997-10-17 00:00:00.000,1997-11-14 00:00:00.000,1997-11-20 00:00:00.000,Gourmet Lanchonetes,04876-786,Campinas," 442",SP,Av. Brasil
10710,4.98,1997-10-20 00:00:00.000,1997-11-17 00:00:00.000,1997-10-23 00:00:00.000,Franchi S.p.A.,Italy,NULL,Torino,10100,Via Monte Bianco 34
10711,52.41,1997-10-21 00:00:00.000,1997-12-02 00:00:00.000,1997-10-29 00:00:00.000,Save-a-lot Markets,USA,ID,Boise,83720,187 Suffolk Ln.
10712,89.93,1997-10-21 00:00:00.000,1997-11-18 00:00:00.000,1997-10-31 00:00:00.000,Hungry Owl All-Night Grocers,Ireland,Co. Cork,Cork,NULL,8 Johnstown Road
10713,167.05,1997-10-22 00:00:00.000,1997-11-19 00:00:00.000,1997-10-24 00:00:00.000,Save-a-lot Markets,USA,ID,Boise,83720,187 Suffolk Ln.
10714,24.49,1997-10-22 00:00:00.000,1997-11-19 00:00:00.000,1997-10-27 00:00:00.000,Save-a-lot Markets,USA,ID,Boise,83720,187 Suffolk Ln.
10715,63.20,1997-10-23 00:00:00.000,1997-11-06 00:00:00.000,1997-10-29 00:00:00.000,Bon app',13008,Marseille," rue des Bouchers",NULL,12
10716,22.57,1997-10-24 00:00:00.000,1997-11-21 00:00:00.000,1997-10-27 00:00:00.000,Rancho grande,Argentina,NULL,Buenos Aires,1010,Av. del Libertador 900
10717,59.25,1997-10-24 00:00:00.000,1997-11-21 00:00:00.000,1997-10-29 00:00:00.000,Frankenversand,Germany,NULL,München,80805,Berliner Platz 43
10718,170.88,1997-10-27 00:00:00.000,1997-11-24 00:00:00.000,1997-10-29 00:00:00.000,Königlich Essen,Germany,NULL,Brandenburg,14776,Maubelstr. 90
10719,51.44,1997-10-27 00:00:00.000,1997-11-24 00:00:00.000,1997-11-05 00:00:00.000,Let's Stop N Shop,USA,CA,San Francisco,94117,87 Polk St. Suite 5
10720,9.53,1997-10-28 00:00:00.000,1997-11-11 00:00:00.000,1997-11-05 00:00:00.000,Que Delícia,02389-673,Rio de Janeiro," 12",RJ,Rua da Panificadora
10721,48.92,1997-10-29 00:00:00.000,1997-11-26 00:00:00.000,1997-10-31 00:00:00.000,QUICK-Stop,Germany,NULL,Cunewalde,01307,Taucherstraße 10
10722,74.58,1997-10-29 00:00:00.000,1997-12-10 00:00:00.000,1997-11-04 00:00:00.000,Save-a-lot Markets,USA,ID,Boise,83720,187 Suffolk Ln.
10723,21.72,1997-10-30 00:00:00.000,1997-11-27 00:00:00.000,1997-11-25 00:00:00.000,White Clover Markets,USA,WA,Seattle,98124,1029 - 12th Ave. S.
